扁柯盒籍,,,,
[八祸炼扒],,,,
磊丰备盒 : 岿,,,,
磊丰屈怕 : 扁夯,,,,
瘤开/瘤痢 : ,,,,
扁埃 : 2008~2018 01~12,,,,
,,,,
斥岿,瘤痢,乞闭扁柯(∩),弥历扁柯(∩),弥绊扁柯(∩)
09岿 08老,273,20,6.7,30.6
09岿 08老,277,20.8,9.1,32.5
09岿 08老,248,19.3,2.5,32
09岿 08老,251,22.7,7.7,34.2
09岿 08老,252,22.3,7.6,32.5
09岿 08老,253,23,11.3,32.3
09岿 08老,254,21.6,5.3,33.3
09岿 08老,260,22.2,6.4,32.1
09岿 08老,238,20.2,4.2,32.6
09岿 08老,243,22.5,8.3,33.4
09岿 08老,244,21.1,3.7,33.4
09岿 08老,245,22.9,7.6,34
09岿 08老,247,21.7,4.8,33.9
09岿 08老,221,18.9,4.8,32.5
09岿 08老,226,19.9,4.9,31.5
09岿 08老,232,21,7.3,31.4
09岿 08老,235,22,9.6,32
09岿 08老,236,21.8,6.7,32.9
09岿 08老,201,20.6,8.7,30.6
09岿 08老,202,20.7,6.8,32.3
09岿 08老,203,19.9,6.1,31.6
09岿 08老,211,18.7,4.2,30.8
09岿 08老,212,19.6,5.4,31.8
09岿 08老,216,16.8,3.7,27.6
09岿 08老,184,23.9,13.9,29.4
09岿 08老,185,23.4,14.8,29.9
09岿 08老,188,23.2,13.3,29.1
09岿 08老,189,24.7,14.9,31.2
09岿 08老,192,22.9,6.2,33.3
09岿 08老,165,23.1,10.9,31
09岿 08老,168,23.2,13.9,30.6
09岿 08老,169,21.5,16.2,28.1
09岿 08老,170,23,11,32.8
09岿 08老,175,20.3,8.2,29.9
09岿 08老,146,22.7,7.2,33.8
09岿 08老,152,21.8,10.6,30.7
09岿 08老,155,23.2,12,31.8
09岿 08老,156,23.7,9.7,33.7
09岿 08老,159,22.9,13.1,29.8
09岿 08老,162,23.5,13.4,32.7
09岿 08老,136,20.8,6.4,32.5
09岿 08老,137,20.4,7.1,31.8
09岿 08老,138,21.6,10.5,31.3
09岿 08老,140,22.4,10,32.2
09岿 08老,143,23,9.6,33.1
09岿 08老,129,21.2,10,31.3
09岿 08老,130,20.2,8.7,30.3
09岿 08老,131,22.5,9.3,31.9
09岿 08老,133,21.4,8.1,31.2
09岿 08老,135,19.9,5.2,30.1
09岿 08老,112,21.9,10.4,30.1
10岿 08老,114,14.5,1.8,27
10岿 08老,115,16.9,9.3,24.6
10岿 08老,119,16,4.1,28.9
10岿 08老,121,13.6,0.5,28.3
10岿 08老,127,14.1,1.5,28.3
10岿 08老,102,15.6,9.4,22.6
10岿 08老,104,16.3,4.7,26.7
10岿 08老,105,18.3,9.5,28.2
10岿 08老,106,16.6,5.3,25.9
10岿 08老,108,16.1,5.6,28.3
10岿 08老,90,16.8,5,28.8
10岿 08老,95,13.2,-1.1,28.2
10岿 08老,98,14.4,1.7,28.1
10岿 08老,99,13.8,-0.3,27
10岿 08老,100,10.3,-1.3,23.7
10岿 08老,101,13.6,0.5,25.1
10岿 08老,288,16.1,2,29.9
10岿 08老,289,15.6,4,28.9
10岿 08老,294,18,8.1,27.1
10岿 08老,295,18,8.9,27.5
10岿 08老,278,13.8,0.1,28.4
10岿 08老,279,15.5,4,27.1
10岿 08老,281,15.3,2.5,27.7
10岿 08老,284,14,1,28.4
10岿 08老,285,15.7,3.2,29.4
10岿 08老,261,16.6,5.2,29.3
10岿 08老,262,17,5.3,28.9
10岿 08老,271,11.8,-1.5,27.2
10岿 08老,272,13.8,2.2,27.4
10岿 08老,273,14.2,1.8,25.8
10岿 08老,277,16.7,3.5,27.9
10岿 08老,248,13,0.6,27.6
10岿 08老,251,16.3,5.9,30.3
10岿 08老,252,16.2,5.7,29.5
10岿 08老,253,18.4,8,28.2
10岿 08老,254,14.9,3.1,29.4
10岿 08老,260,16.3,4.9,28.6
10岿 08老,238,13.6,1.4,28.9
10岿 08老,243,16.3,6.4,28.1
10岿 08老,244,14.3,1.8,29.8
10岿 08老,245,16.9,7.2,29.7
10岿 08老,247,15,2.6,29.8
10岿 08老,221,12.3,-0.4,28.1
10岿 08老,226,13.5,0.4,27.6
10岿 08老,232,14.6,3.2,27.8
10岿 08老,235,16.1,6.9,26.7
10岿 08老,236,15.1,3.4,29.1
10岿 08老,201,15,2.9,26.8
10岿 08老,202,14.2,1.6,26.5
10岿 08老,203,13.7,0.5,27.1
10岿 08老,211,12.9,-0.3,27.4
10岿 08老,212,13.3,0.7,27
10岿 08老,216,11.9,1.5,25.1
10岿 08老,184,19.3,13.2,26.6
10岿 08老,185,19.4,12.7,26.7
10岿 08老,188,18.7,9.5,26.2
10岿 08老,189,20.7,12.8,29.1
10岿 08老,192,16.8,4.1,29.3
10岿 08老,165,17.9,10.5,27.6
10岿 08老,168,18.6,11.2,25.5
10岿 08老,169,17.8,12.2,25
10岿 08老,170,17.8,8.6,27.7
10岿 08老,175,15.4,7.9,25.2
10岿 08老,146,16.4,6.4,29.3
10岿 08老,152,17.4,6.9,27.7
10岿 08老,155,18.7,9.3,28.4
10岿 08老,156,17.8,8.1,30.6
10岿 08老,159,19.1,9.9,26.4
10岿 08老,162,19.1,8.8,29.3
10岿 08老,136,14.7,2.9,27.8
10岿 08老,137,14.7,2.8,26.1
10岿 08老,138,17.5,8,26.8
10岿 08老,140,16.4,7.4,27.8
10岿 08老,143,17.8,7.3,28.8
10岿 08老,129,15.2,4.3,28.5
10岿 08老,130,16.2,4.1,24.7
10岿 08老,131,16,5.5,28.9
10岿 08老,133,15.2,4.4,27.5
10岿 08老,135,14.3,1.4,25.8
10岿 08老,112,16.6,7.1,25.7
11岿 08老,115,9.9,-1.2,19.9
11岿 08老,119,7.4,-6.5,20.1
11岿 08老,121,5.3,-11.7,19.6
11岿 08老,127,5.8,-10,20.4
11岿 08老,102,8.5,-3.6,15.9
11岿 08老,104,8.6,-5.9,21.8
11岿 08老,105,10.2,-3.7,23.1
11岿 08老,106,9.5,-4,22.8
11岿 08老,108,7.6,-7.2,18.4
11岿 08老,112,8.5,-6.4,19.1
11岿 08老,90,9.1,-5.2,22.3
11岿 08老,95,4.3,-11.3,18.8
11岿 08老,98,5.9,-8.8,20.1
11岿 08老,99,5.2,-10.7,20.5
11岿 08老,100,2.1,-12.4,15.9
11岿 08老,101,5.1,-10.5,19.1
11岿 08老,288,7.9,-7.9,21.9
11岿 08老,289,7.9,-6.7,21.1
11岿 08老,294,9.9,-2,20
11岿 08老,295,10.3,-3.4,20.9
11岿 08老,278,5.4,-11.8,22.7
11岿 08老,279,7.4,-6.6,21.1
11岿 08老,281,7.3,-6.9,23.1
11岿 08老,284,6.1,-10,23
11岿 08老,285,7.5,-8.1,23
11岿 08老,261,9,-3.8,22.4
11岿 08老,262,9.3,-5.5,21.5
11岿 08老,271,3.6,-12.8,18.3
11岿 08老,272,5.9,-8.3,18.6
11岿 08老,273,6.3,-8.1,19.5
11岿 08老,277,9.6,-3.8,22.5
11岿 08老,251,8.5,-5.4,24.2
11岿 08老,252,8.5,-4.4,23.2
11岿 08老,253,10,-4.6,20.7
11岿 08老,254,6.7,-7.3,21.7
11岿 08老,260,8.6,-5.8,21.5
11岿 08老,238,5.7,-9.5,23.3
11岿 08老,243,8.6,-4.3,24.5
11岿 08老,244,6.1,-9.3,23.8
11岿 08老,245,8.9,-3.7,25
11岿 08老,247,6.9,-8.2,22.9
11岿 08老,248,5.1,-9.8,20.9
11岿 08老,221,3.8,-12.1,17.6
11岿 08老,226,5.4,-9.7,22.1
11岿 08老,232,6.6,-8,22
11岿 08老,235,8.7,-4.8,20.6
11岿 08老,236,7.1,-6.8,22.8
11岿 08老,202,5.7,-9.2,18.3
11岿 08老,203,5.5,-9.9,19.8
11岿 08老,211,4.6,-10.3,18.3
11岿 08老,212,4.7,-10.9,19.2
11岿 08老,216,3.9,-9.9,17.3
11岿 08老,184,13,4.2,20.8
11岿 08老,185,13.4,3.8,21.5
11岿 08老,188,12.4,1.4,21.6
11岿 08老,189,14,2.9,23.7
11岿 08老,192,8.6,-6.3,21.3
11岿 08老,201,6.5,-9.3,19.4
11岿 08老,165,10.5,-0.7,19.9
11岿 08老,168,11.1,-1,19.2
11岿 08老,169,11.7,1.1,20.3
11岿 08老,170,10.2,-2.2,20.5
11岿 08老,175,8.1,-3.6,19.4
11岿 08老,152,10,-1.9,22.8
11岿 08老,155,10.8,-2.1,20.4
11岿 08老,156,9.8,-3,23.6
11岿 08老,159,11.6,-0.9,21.3
11岿 08老,162,11.5,-1.1,22
11岿 08老,136,6.3,-8.7,20.1
11岿 08老,137,6.8,-7.2,20.1
11岿 08老,138,10.3,-2.1,23.5
11岿 08老,140,8.8,-4.7,23.1
11岿 08老,143,9.5,-3.8,22.9
11岿 08老,146,8.5,-4.4,23.7
11岿 08老,129,7.6,-4.2,19.5
11岿 08老,130,9.3,-6.1,23.2
11岿 08老,131,7,-6.6,20.9
11岿 08老,133,7.6,-6.8,22.8
11岿 08老,135,6.7,-8.7,19.7
11岿 08老,114,6,-9.1,20.1
12岿 08老,115,4.6,-8.7,15.1
12岿 08老,119,0.9,-12,14.5
12岿 08老,121,-0.7,-14.6,13.7
12岿 08老,127,-0.1,-13,14.8
12岿 08老,102,2.4,-8.7,11.7
12岿 08老,104,3,-11.8,15.7
12岿 08老,105,4.1,-10,15.6
12岿 08老,106,4.6,-9,17
12岿 08老,108,1.1,-13.1,13.3
12岿 08老,112,2.1,-11.4,13.4
12岿 08老,90,3.6,-10.9,14.5
12岿 08老,95,-1.7,-15.5,12.1
12岿 08老,98,0,-14.1,14
12岿 08老,99,-1,-15,12.6
12岿 08老,100,-3.1,-18.1,9.1
12岿 08老,101,-1.1,-13.6,12.7
12岿 08老,288,2,-10.6,18.4
12岿 08老,289,1.9,-10.9,17
12岿 08老,294,4.8,-6.3,17.5
12岿 08老,295,4.7,-6.7,17.7
12岿 08老,278,-1.1,-14.5,15.7
12岿 08老,279,1.3,-10.4,13.9
12岿 08老,281,1,-10.9,16.8
12岿 08老,284,0.2,-12.8,17.2
12岿 08老,285,1.2,-11.1,18.1
12岿 08老,262,3.8,-7.4,18.5
12岿 08老,271,-1.9,-15.7,13.7
12岿 08老,272,-0.2,-13,13.2
12岿 08老,273,0.4,-11.6,14.2
12岿 08老,277,3.8,-9.3,17.7
12岿 08老,251,3.6,-12.4,18
12岿 08老,252,3.1,-13.1,17
12岿 08老,253,3.8,-9.3,18
12岿 08老,254,1.1,-11,16.1
12岿 08老,260,3.2,-8.6,18.5
12岿 08老,261,3.7,-12.7,18.1
12岿 08老,238,0.2,-14.6,16.9
12岿 08老,243,3,-13.7,17.3
12岿 08老,244,0.3,-13.1,17.2
12岿 08老,245,3.5,-11.8,18.2
12岿 08老,247,1.2,-10.6,17.3
12岿 08老,248,0.1,-15.6,14.3
12岿 08老,221,-2.2,-14.9,13.1
12岿 08老,226,-0.5,-13.5,15.7
12岿 08老,232,1.1,-11.1,15.8
12岿 08老,235,3.3,-11.4,14.4
12岿 08老,236,1.2,-14.6,16.5
12岿 08老,202,-0.5,-14,13.2
12岿 08老,203,-0.5,-13.6,13.9
12岿 08老,211,-1.2,-14.9,12.2
12岿 08老,212,-1.2,-14.5,12.6
12岿 08老,216,-1.1,-15.6,11.5
12岿 08老,184,8.4,0.9,19
12岿 08老,185,9.2,0.7,18.5
12岿 08老,188,8.1,0.1,18.9
12岿 08老,189,9.8,-0.2,19.6
12岿 08老,192,2.5,-10.2,18.3
12岿 08老,201,0.4,-13.2,12.2
12岿 08老,165,4.9,-7.9,17.4
12岿 08老,168,5.3,-6.1,15.6
12岿 08老,169,6.9,-2.1,17.4
12岿 08老,170,4.7,-6.1,18.2
12岿 08老,175,2.6,-9.9,16.3
12岿 08老,152,4.5,-7.5,18.2
12岿 08老,155,5.3,-7.3,18.8
12岿 08老,156,4.1,-8.5,17.7
12岿 08老,159,6.6,-6.1,18.8
12岿 08老,162,6.3,-4.7,18.3
12岿 08老,136,0.3,-13.2,14.1
12岿 08老,137,0.5,-11.2,13.5
12岿 08老,138,4.8,-7,17.7
12岿 08老,140,3,-11,15.1
12岿 08老,143,3.3,-8.2,15.9
12岿 08老,146,3.1,-10.8,18
12岿 08老,129,2.3,-10.4,14.3
12岿 08老,130,4.4,-8.4,17.7
12岿 08老,131,0.9,-11.9,15.1
12岿 08老,133,1.7,-11.6,15.9
12岿 08老,135,0.5,-11.6,13.3
12岿 08老,114,0.2,-12.9,14.1
01岿 09老,131,-2.7,-13.5,10.5
01岿 09老,133,-1.7,-13.3,11.6
01岿 09老,108,-2,-11.4,12.2
01岿 09老,112,-1.2,-10.6,11.9
01岿 09老,114,-3.7,-15.3,10.7
01岿 09老,115,1.9,-7,10.1
01岿 09老,119,-2.6,-14.6,12.5
01岿 09老,121,-4.4,-17.4,9
01岿 09老,101,-4.7,-16.8,9.4
01岿 09老,102,-0.4,-10.1,7.9
01岿 09老,104,-0.2,-11.6,10.9
01岿 09老,105,1.2,-9.6,11.7
01岿 09老,106,1.3,-10.5,12.2
01岿 09老,90,0.2,-10,10.5
01岿 09老,95,-5.7,-19,9.9
01岿 09老,98,-3.5,-15,12.6
01岿 09老,99,-4.6,-17.9,10.7
01岿 09老,100,-7.3,-18.6,4.7
01岿 09老,289,-0.3,-12.6,12.3
01岿 09老,294,1.5,-8.4,12.3
01岿 09老,295,1.4,-9.3,12.8
01岿 09老,279,-1.2,-12.8,10.1
01岿 09老,281,-1.6,-14.4,10.4
01岿 09老,284,-2.3,-15.6,10.1
01岿 09老,285,-1.4,-14.7,11.2
01岿 09老,288,0,-12.4,13.3
01岿 09老,271,-5.2,-20.5,8.5
01岿 09老,272,-2.9,-15.7,11.4
01岿 09老,273,-2,-15,10.2
01岿 09老,277,1,-12.2,11.7
01岿 09老,278,-4.1,-18.7,10.1
01岿 09老,255,1,-10.3,11.2
01岿 09老,257,,-9.2,12.4
01岿 09老,260,1,-12.1,14.3
01岿 09老,261,1.1,-13.9,13.8
01岿 09老,262,1.4,-10.4,13.8
01岿 09老,247,-1.6,-15.3,14.4
01岿 09老,248,-3.5,-18.8,10.6
01岿 09老,251,0.2,-11.8,12.3
01岿 09老,252,-0.1,-10.5,12.4
01岿 09老,253,0.8,-9.9,13.3
01岿 09老,254,-1.9,-16,13.4
01岿 09老,236,-1.6,-14.4,13.2
01岿 09老,238,-3.4,-16.5,12
01岿 09老,243,-0.2,-12.7,14.3
01岿 09老,244,-3.1,-18.8,12.7
01岿 09老,245,-0.4,-11.8,13.2
01岿 09老,216,-5.1,-16.6,7.5
01岿 09老,221,-6.2,-19.7,8
01岿 09老,226,-3.8,-17.5,12
01岿 09老,232,-3,-18.2,12
01岿 09老,235,-0.1,-11,12.6
01岿 09老,192,-0.4,-14.1,12.7
01岿 09老,201,-3,-14.6,10.6
01岿 09老,202,-4.4,-18.7,12.2
01岿 09老,203,-4.1,-16.6,12.4
01岿 09老,211,-5.6,-17.9,7.7
01岿 09老,212,-5.5,-18.2,9.7
01岿 09老,175,-0.5,-8.8,12
01岿 09老,184,5.5,-2.5,15.9
01岿 09老,185,6,-3.6,14
01岿 09老,188,5.3,-3.8,15.5
01岿 09老,189,6.7,-3.9,14.5
01岿 09老,162,3,-7.7,12.7
01岿 09老,165,1.6,-8.4,11.1
01岿 09老,168,2.1,-7.4,10.8
01岿 09老,169,3.5,-4.9,11.6
01岿 09老,170,1.9,-8.3,13.8
01岿 09老,143,0.7,-10.5,11
01岿 09老,146,-0.4,-12.9,13.7
01岿 09老,152,1.5,-9.2,12.1
01岿 09老,155,2.3,-9.3,11.4
01岿 09老,156,1.1,-10,15.7
01岿 09老,159,3.5,-7.6,12.7
01岿 09老,135,-2,-13.9,8.8
01岿 09老,136,-2.6,-15,9.9
01岿 09老,137,-1.7,-13.5,9.8
01岿 09老,138,1.8,-8.8,11.5
01岿 09老,140,-0.1,-11.4,13.4
01岿 09老,127,-4.2,-16.8,10.2
01岿 09老,129,-1.5,-13.9,11
01岿 09老,130,1.4,-9.5,12.9
02岿 09老,131,2.8,-9.1,17.6
02岿 09老,133,3.5,-9.4,17.9
02岿 09老,108,2.9,-8.6,16.1
02岿 09老,112,2.9,-8.3,15.3
02岿 09老,114,2.5,-10.7,17.9
02岿 09老,115,4.6,-4.8,14.2
02岿 09老,119,2.4,-9.1,17
02岿 09老,121,2,-13.2,17
02岿 09老,101,1.5,-12,14.9
02岿 09老,102,1.6,-6.4,10.6
02岿 09老,104,4.1,-8,21.5
02岿 09老,105,5.4,-6.1,21.3
02岿 09老,106,5.9,-6.6,23.7
02岿 09老,90,4.5,-7.1,12.8
02岿 09老,95,0.5,-13.6,15.3
02岿 09老,98,2.1,-11.2,16.3
02岿 09老,99,1,-12.6,15
02岿 09老,100,-1.2,-17.5,14.3
02岿 09老,289,5,-8.3,18.3
02岿 09老,294,6.3,-4.7,18.2
02岿 09老,295,6.5,-5.4,18.9
02岿 09老,279,4.4,-8,20.2
02岿 09老,281,4.4,-7.8,19.2
02岿 09老,284,3.2,-11.1,17.9
02岿 09老,285,4.7,-8.1,18.4
02岿 09老,288,6.6,-6.5,20.6
02岿 09老,271,1.2,-14.7,14.9
02岿 09老,272,2.9,-11.4,17.8
02岿 09老,273,3.4,-10.9,16.1
02岿 09老,277,6,-6.3,23.5
02岿 09老,278,2.7,-13.2,18.9
02岿 09老,255,6.6,-5.4,17.8
02岿 09老,257,7.1,-4,18.5
02岿 09老,260,5.3,-6.7,19.6
02岿 09老,261,5.1,-5.4,19.6
02岿 09老,262,6,-6.1,18.5
02岿 09老,247,4.1,-7.9,19.2
02岿 09老,248,2.1,-14.8,16.6
02岿 09老,251,4.1,-6,18.9
02岿 09老,252,3.4,-6.4,18.7
02岿 09老,253,7.7,-4.5,19.6
02岿 09老,254,3.5,-8.1,19.3
02岿 09老,236,3.3,-9.6,18.6
02岿 09老,238,2.2,-11.2,19
02岿 09老,243,3.7,-6.7,18.8
02岿 09老,244,2.8,-9.9,17.6
02岿 09老,245,4.1,-7.4,19.3
02岿 09老,216,0.8,-14.5,14.2
02岿 09老,221,0.5,-14,15.7
02岿 09老,226,2,-11.9,17.8
02岿 09老,232,2.5,-10.2,18.6
02岿 09老,235,3.3,-7,18.3
02岿 09老,192,5.9,-7.9,19.1
02岿 09老,201,1.7,-10.6,17.4
02岿 09老,202,1.7,-11.3,17.9
02岿 09老,203,1.6,-11.7,16.6
02岿 09老,211,1.1,-13.1,16
02岿 09老,212,1.4,-13.2,16.1
02岿 09老,175,3,-6.2,14.2
02岿 09老,184,8.7,0.8,22.1
02岿 09老,185,8.6,1.1,17.4
02岿 09老,188,8.9,0.3,18.4
02岿 09老,189,10.8,3.2,19.5
02岿 09老,162,7.9,-3.2,18.1
02岿 09老,165,4.9,-3.2,18.3
02岿 09老,168,6.9,-3.9,17.4
02岿 09老,169,5.3,-0.9,16.6
02岿 09老,170,5.8,-3.4,19.2
02岿 09老,143,6.4,-5.3,20.1
02岿 09老,146,4.2,-6.6,19.1
02岿 09老,152,6.7,-5.7,18.4
02岿 09老,155,7.3,-3.8,18.7
02岿 09老,156,5.8,-4.8,18.9
02岿 09老,159,8.3,-3.1,17.4
02岿 09老,135,3.1,-8.8,18.8
02岿 09老,136,3.5,-11.6,17.7
02岿 09老,137,3.4,-8.4,18.6
02岿 09老,138,7.2,-5,20.6
02岿 09老,140,3.5,-6.5,18.3
02岿 09老,127,2.4,-11.2,17.8
02岿 09老,129,2.6,-9.7,17.6
02岿 09老,130,6.1,-7,22.1
03岿 09老,131,6.3,-5,23
03岿 09老,133,6.7,-4.7,24.1
03岿 09老,108,6,-3.3,22.2
03岿 09老,112,6,-3,20.6
03岿 09老,114,6.2,-5.4,24.3
03岿 09老,115,5.9,-1.8,20.8
03岿 09老,119,6.1,-5.3,22.4
03岿 09老,121,5.6,-7.1,23.1
03岿 09老,101,5.5,-7.2,23
03岿 09老,102,3.8,-3.1,12.9
03岿 09老,104,6.4,-3.6,24.8
03岿 09老,105,7.3,-2.1,24
03岿 09老,106,7.7,-2.1,26.9
03岿 09老,90,7,-3,25.7
03岿 09老,95,4,-7.7,21.9
03岿 09老,98,5.4,-5.9,23.8
03岿 09老,99,4.6,-6.8,22.1
03岿 09老,100,1.3,-11.9,17.9
03岿 09老,294,8.8,-1.1,20.3
03岿 09老,295,8.7,-2.3,20.6
03岿 09老,279,7.8,-3.6,25.9
03岿 09老,281,7.5,-5.1,25.5
03岿 09老,284,6.3,-7.3,25.6
03岿 09老,285,8.1,-4.9,25.8
03岿 09老,288,8.8,-4.4,22.2
03岿 09老,289,7.7,-3.4,23.4
03岿 09老,271,4.3,-7.8,23.7
03岿 09老,272,6,-4.7,23.6
03岿 09老,273,6.5,-4.4,23.6
03岿 09老,277,8,-2.7,26.8
03岿 09老,278,6.4,-7.9,27.2
03岿 09老,255,9,-1.7,20.6
03岿 09老,257,9.3,-0.6,20.3
03岿 09老,260,7.7,-5.7,23.2
03岿 09老,261,7.3,-4.8,22.1
03岿 09老,262,8.1,-3.4,22.6
03岿 09老,247,7.1,-7.1,25.8
03岿 09老,248,5.3,-7.1,23.4
03岿 09老,251,6.7,-3.8,23.8
03岿 09老,252,6.1,-4.1,23.4
03岿 09老,253,10.2,-1.6,21.2
03岿 09老,254,6.3,-6.2,23.7
03岿 09老,236,6.5,-5.5,23.4
03岿 09老,238,5.8,-7.1,25.5
03岿 09老,243,6.6,-4.1,24.3
03岿 09老,244,5.7,-7.9,25.1
03岿 09老,245,6.9,-3.7,25.4
03岿 09老,216,3,-9.1,20.3
03岿 09老,221,4.4,-9.1,22.5
03岿 09老,226,5.6,-7,24.6
03岿 09老,232,6.1,-6.3,23.1
03岿 09老,235,6,-5.1,21
03岿 09老,192,8.7,-5,22.8
03岿 09老,201,4.9,-6,20.2
03岿 09老,202,6,-7.9,22.7
03岿 09老,203,5.5,-7.5,23.2
03岿 09老,211,4.5,-6.9,21.7
03岿 09老,212,5.2,-7.4,23.9
03岿 09老,175,4.6,-4.5,17.7
03岿 09老,184,9.8,1.2,22.6
03岿 09老,185,9.3,2.5,19.4
03岿 09老,188,9.8,0.6,21.2
03岿 09老,189,11.7,2.4,20.7
03岿 09老,162,9.8,0.1,21.2
03岿 09老,165,7,-1.6,21.3
03岿 09老,168,8.7,-1.1,18.4
03岿 09老,169,6.4,-0.8,16.4
03岿 09老,170,7.8,-2,21.6
03岿 09老,143,9,-2,26.6
03岿 09老,146,7,-4.5,24.4
03岿 09老,152,8.8,-1.4,22.8
03岿 09老,155,9.5,-0.8,20.7
03岿 09老,156,8.3,-1.9,24.9
03岿 09老,159,9.8,-0.6,20
03岿 09老,135,6.2,-5.7,25.2
03岿 09老,136,7,-4.3,25.4
03岿 09老,137,6.9,-3.7,25.1
03岿 09老,138,9,-1.4,25.9
03岿 09老,140,6.4,-4.1,23.6
03岿 09老,127,6.1,-6,23.9
03岿 09老,129,5.6,-6.1,21.3
03岿 09老,130,7.4,-2.2,25.2
04岿 09老,131,12.5,-0.1,28
04岿 09老,133,12.7,-0.4,27.5
04岿 09老,108,12.7,2.2,25.8
04岿 09老,112,11.5,3.1,21.9
04岿 09老,114,12.3,-0.8,29.9
04岿 09老,115,11.7,1.7,24.4
04岿 09老,119,12,0.7,26.7
04岿 09老,121,11.7,-1.8,30.7
04岿 09老,101,11.6,-2.9,28
04岿 09老,102,10.2,2.9,20.6
04岿 09老,104,12.4,0.9,27.3
04岿 09老,105,13.1,0.7,28.4
04岿 09老,106,13,1.3,27.9
04岿 09老,90,12.8,1.9,29.3
04岿 09老,95,10.4,-3.8,27.4
04岿 09老,98,11.6,-1.2,28.4
04岿 09老,99,10.5,-2.7,26.3
04岿 09老,100,7,-5.5,23.9
04岿 09老,294,13.6,2.6,25.5
04岿 09老,295,14.2,-0.3,26.5
04岿 09老,279,14.3,1.7,29.2
04岿 09老,281,13.2,-2.4,29.4
04岿 09老,284,12.4,-4.5,29.5
04岿 09老,285,14.2,-1.9,30.3
04岿 09老,288,14.4,-1.7,31.1
04岿 09老,289,13.5,0.9,28.6
04岿 09老,271,10,-4.4,28.8
04岿 09老,272,12,-1.9,28.9
04岿 09老,273,12.9,0.3,28.4
04岿 09老,277,13.5,1.2,29.6
04岿 09老,278,12.5,-4.8,30.5
04岿 09老,255,14.3,2.4,27.7
04岿 09老,257,14.2,2.5,26.4
04岿 09老,260,12.4,-1.9,28
04岿 09老,261,11.8,-2,26.2
04岿 09老,262,13.2,1.6,27.1
04岿 09老,247,12.3,-3.4,28.4
04岿 09老,248,10.6,-4.7,27.3
04岿 09老,251,11.9,-1.9,28.1
04岿 09老,252,11.1,-2.2,27.4
04岿 09老,253,15.7,3.3,27.9
04岿 09老,254,11.8,-3.3,27.8
04岿 09老,236,12,-2.8,27.6
04岿 09老,238,11.5,-4.2,28.8
04岿 09老,243,11.5,-0.4,27.9
04岿 09老,244,11,-5.1,28.3
04岿 09老,245,12.5,0.2,30
04岿 09老,216,9,-2.4,25.1
04岿 09老,221,10.2,-3.9,28.5
04岿 09老,226,11.6,-3.8,29.1
04岿 09老,232,11.7,-2,27.7
04岿 09老,235,10.7,-0.7,23.3
04岿 09老,192,13.9,-1.4,27.4
04岿 09老,201,10.7,1.8,23.2
04岿 09老,202,12.1,-3,28.7
04岿 09老,203,11.7,-1.8,28.8
04岿 09老,211,10.4,-3.1,28.7
04岿 09老,212,11.5,-2.3,29.3
04岿 09老,175,11.1,-0.7,23.7
04岿 09老,184,13.7,4.5,21.8
04岿 09老,185,13.1,5.6,21.1
04岿 09老,188,13.6,4.3,22.8
04岿 09老,189,15.2,4.6,23.4
04岿 09老,162,14,3.3,23.4
04岿 09老,165,12,2.3,24.2
04岿 09老,168,13.7,3.3,21.6
04岿 09老,169,11.1,3.6,20.6
04岿 09老,170,13.1,3.2,25.6
04岿 09老,143,15.4,3.2,29.7
04岿 09老,146,12.6,-1.3,29
04岿 09老,152,13.9,2.7,27.6
04岿 09老,155,14.5,3.8,25.8
04岿 09老,156,13.9,1.5,28.8
04岿 09老,159,14.3,3.3,23.3
04岿 09老,135,12.6,0.1,27.9
04岿 09老,136,13,-1.4,30.4
04岿 09老,137,13.3,1,29
04岿 09老,138,14.4,3.4,27.7
04岿 09老,140,11.2,0.4,25.9
04岿 09老,127,11.9,-1.1,30.2
04岿 09老,129,10.9,-2.5,25.3
04岿 09老,130,12.4,-0.2,27.3
05岿 09老,131,18.8,8.1,29.8
05岿 09老,133,18.3,8.2,29.9
05岿 09老,112,17.3,9.2,29.1
05岿 09老,114,18.4,6.6,31.3
05岿 09老,115,16.4,9.6,29
05岿 09老,119,18.3,8.1,31.4
05岿 09老,121,17.6,5.4,30.8
05岿 09老,101,18.2,5.6,31.1
05岿 09老,102,15.6,5.6,26.5
05岿 09老,104,18,7.9,30.5
05岿 09老,105,19,9.3,31.4
05岿 09老,106,17.9,8.9,30.1
05岿 09老,108,19.1,9.8,31
05岿 09老,90,17.7,9.6,30.3
05岿 09老,95,17.3,4.4,30.5
05岿 09老,98,18.3,6.8,32.1
05岿 09老,99,17.5,5,30.9
05岿 09老,100,13.7,2.4,27.5
05岿 09老,294,18.3,8.8,29.9
05岿 09老,295,19,9.2,30.5
05岿 09老,279,19.7,7.9,32.6
05岿 09老,281,18.3,6.2,32.7
05岿 09老,284,17.5,3.8,31.5
05岿 09老,285,19.2,6,34
05岿 09老,288,19.8,6.7,34.3
05岿 09老,289,18.6,6.1,32.3
05岿 09老,271,16.2,3.1,29.5
05岿 09老,272,17.8,5.8,30.2
05岿 09老,273,18.3,6.5,30.5
05岿 09老,277,18.4,7.2,32.5
05岿 09老,278,18,4.3,32.7
05岿 09老,255,19.1,9.3,30.5
05岿 09老,257,19.1,9.3,30.9
05岿 09老,260,18.2,4.6,29.7
